
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-08-15 17:09:09 /api/v1/notifications/stream ....................................................... ~ 513.43ms
  2026-08-15 17:09:11 /api/v1/notifications/stream ....................................................... ~ 513.89ms
  2026-08-15 17:09:13 /api/v1/notifications/stream ....................................................... ~ 500.53ms
  2026-08-15 17:09:15 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:09:17 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 17:09:19 /api/v1/notifications/stream ......................................................... ~ 0.10ms
  2026-08-15 17:09:21 /api/v1/notifications/stream ......................................................... ~ 0.10ms
  2026-08-15 17:09:23 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:09:25 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 17:09:27 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:09:29 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:09:31 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:09:33 /api/v1/notifications/stream ......................................................... ~ 0.31ms
  2026-08-15 17:09:35 /api/v1/notifications/stream ....................................................... ~ 514.89ms
  2026-08-15 17:09:37 /api/v1/notifications/stream ....................................................... ~ 515.03ms
  2026-08-15 17:09:39 /api/v1/notifications/stream ....................................................... ~ 501.95ms
  2026-08-15 17:09:41 /api/v1/notifications/stream ....................................................... ~ 515.33ms
  2026-08-15 17:09:43 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:09:45 /api/v1/notifications/stream ......................................................... ~ 0.10ms
  2026-08-15 17:09:47 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:09:49 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:09:51 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:09:53 /api/v1/notifications/stream ......................................................... ~ 0.24ms
  2026-08-15 17:09:55 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 17:09:57 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:09:59 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:10:01 /api/v1/notifications/stream ....................................................... ~ 500.63ms
  2026-08-15 17:10:03 /api/v1/notifications/stream ....................................................... ~ 515.74ms
  2026-08-15 17:10:05 /api/v1/notifications/stream ....................................................... ~ 516.22ms
  2026-08-15 17:10:07 /api/v1/notifications/stream ....................................................... ~ 503.12ms
  2026-08-15 17:10:09 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:10:11 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:10:13 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:10:15 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:10:17 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 17:10:19 /api/v1/notifications/stream ......................................................... ~ 0.22ms
  2026-08-15 17:10:21 /api/v1/notifications/stream ......................................................... ~ 0.13ms
  2026-08-15 17:10:23 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:10:25 /api/v1/notifications/stream ......................................................... ~ 0.16ms
  2026-08-15 17:10:27 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:10:29 /api/v1/notifications/stream ....................................................... ~ 515.76ms
  2026-08-15 17:10:31 /api/v1/notifications/stream ....................................................... ~ 515.13ms
  2026-08-15 17:10:33 /api/v1/notifications/stream ....................................................... ~ 502.19ms
  2026-08-15 17:10:35 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:10:37 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 17:10:39 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 17:10:41 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:10:43 /api/v1/notifications/stream ......................................................... ~ 0.34ms
  2026-08-15 17:10:45 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:10:47 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:10:49 /api/v1/notifications/stream ......................................................... ~ 0.23ms
